Date,Open,High,Low,Close,Volume,Adj Close
2016-03-01,721.299988,742.330017,718.640015,742.169983,3001300,742.169983
2016-02-29,721.00,730.599976,716.840027,717.219971,2237500,717.219971
2016-02-26,733.599976,736.159973,721.940002,724.859985,2120600,724.859985
2016-02-25,722.929993,729.51001,713.22998,729.119995,1798600,729.119995
2016-02-24,710.609985,721.219971,702.02002,720.900024,1833700,720.900024
2016-02-23,726.099976,730.900024,715.669983,717.289978,2053600,717.289978
2016-02-22,729.51001,734.849976,723.450012,729.049988,1850900,729.049988
2016-02-19,715.900024,724.030029,713.119995,722.109985,1721800,722.109985
2016-02-18,733.960022,736.00,715.549988,717.51001,2330500,717.51001
2016-02-17,727.00,733.76001,716.609985,731.969971,2437300,731.969971
2016-02-16,718.650024,722.880005,710.179993,717.640015,2172200,717.640015
2016-02-12,712.210022,716.00,701.580017,706.890015,2326900,706.890015
2016-02-11,696.340027,712.320007,691.190002,706.359985,3250200,706.359985
2016-02-10,711.789978,723.219971,705.390015,706.849976,3015700,706.849976
2016-02-09,692.950012,720.960022,688.50,701.02002,4215000,701.02002
2016-02-08,687.679993,704.52002,682.01001,704.159973,4470500,704.159973
2016-02-05,725.50,726.719971,700.140015,703.76001,5477800,703.76001
2016-02-04,744.590027,745.23999,722.599976,730.030029,5246100,730.030029
2016-02-03,786.280029,791.429993,736.26001,749.380005,6555700,749.380005
2016-02-02,800.50,810.349976,780.599976,780.909973,6792300,780.909973
2016-02-01,771.26001,777.590027,761.380005,770.77002,5576100,770.77002
2016-01-29,748.960022,765.109985,744.200012,761.349976,3790400,761.349976
2016-01-28,738.190002,751.159973,730.599976,748.299988,3105200,748.299988
2016-01-27,735.890015,735.890015,713.450012,717.580017,2121400,717.580017
2016-01-26,735.210022,739.460022,726.969971,733.789978,1547000,733.789978
2016-01-25,743.840027,752.460022,732.50,733.619995,2267000,733.619995
2016-01-22,742.00,748.559998,740.50,745.460022,2357300,745.460022
2016-01-21,720.169983,737.669983,711.109985,726.669983,2596900,726.669983
2016-01-20,705.900024,726.950012,687.780029,718.559998,4122000,718.559998
2016-01-19,720.150024,725.349976,709.849976,719.080017,2436200,719.080017
2016-01-15,709.98999,724.159973,701.51001,710.48999,3777800,710.48999
2016-01-14,724.440002,739.890015,705.00,731.390015,2777900,731.390015
2016-01-13,749.340027,753.00,716.780029,719.570007,2586400,719.570007
2016-01-12,740.75,748.340027,736.429993,745.340027,2340800,745.340027
2016-01-11,731.950012,735.080017,719.559998,733.070007,2544800,733.070007
2016-01-08,747.799988,750.119995,728.919983,730.909973,2375300,730.909973
2016-01-07,746.48999,755.309998,735.280029,741.00,3156600,741.00
2016-01-06,750.369995,765.72998,748.00,759.330017,2410300,759.330017
2016-01-05,764.099976,769.200012,755.650024,761.530029,2260800,761.530029
2016-01-04,762.200012,762.200012,747.539978,759.440002,3369100,759.440002
2015-12-31,787.820007,788.330017,777.320007,778.01001,1629300,778.01001
2015-12-30,793.960022,796.460022,787.200012,790.299988,1428300,790.299988
2015-12-29,786.98999,798.690002,786.200012,793.960022,1921500,793.960022
2015-12-28,770.00,782.820007,767.72998,782.23999,1557800,782.23999
2015-12-24,768.52002,769.200012,764.390015,765.840027,520600,765.840027
2015-12-23,770.690002,771.900024,757.650024,768.51001,1529700,768.51001
2015-12-22,764.27002,770.340027,761.200012,767.130005,1816900,767.130005
2015-12-21,763.049988,766.349976,754.150024,760.799988,1742400,760.799988
2015-12-18,767.22998,774.140015,756.590027,756.849976,3389700,756.849976
2015-12-17,781.159973,781.590027,769.299988,769.830017,1825500,769.830017
2015-12-16,766.570007,781.50,757.049988,776.590027,2656000,776.590027
2015-12-15,767.789978,774.75,758.00,760.090027,2469300,760.090027
2015-12-14,751.26001,764.150024,736.26001,762.539978,2693200,762.539978
2015-12-11,749.00,757.440002,748.650024,750.419983,2159200,750.419983
2015-12-10,763.590027,766.070007,755.00,760.039978,1616600,760.039978
2015-12-09,771.099976,776.090027,752.01001,762.549988,2327500,762.549988
2015-12-08,764.50,778.650024,762.52002,775.140015,1554100,775.140015
2015-12-07,780.059998,781.00,766.719971,772.98999,1831300,772.98999
2015-12-04,769.710022,782.419983,765.51001,779.210022,2490000,779.210022
2015-12-03,780.559998,784.47998,762.450012,768.200012,2097500,768.200012
2015-12-02,785.25,793.049988,776.429993,777.849976,2343800,777.849976
2015-12-01,766.940002,785.00,765.950012,783.789978,2019900,783.789978
2015-11-30,771.869995,775.030029,761.119995,762.849976,1679300,762.849976
2015-11-27,769.159973,774.00,767.00,771.969971,721700,771.969971
2015-11-25,771.690002,773.00,766.530029,769.26001,1180600,769.26001
2015-11-24,772.960022,775.98999,758.109985,769.630005,2394000,769.630005
2015-11-23,777.469971,782.900024,773.51001,776.700012,1732400,776.700012
2015-11-20,769.299988,779.320007,764.099976,777.00,2773900,777.00
2015-11-19,759.780029,763.22998,757.22998,759.940002,1403900,759.940002
2015-11-18,749.570007,761.099976,747.390015,760.01001,1813300,760.01001
2015-11-17,752.469971,754.950012,744.049988,745.97998,1943200,745.97998
2015-11-16,740.210022,751.710022,734.330017,750.419983,2535200,750.419983
2015-11-13,754.039978,755.330017,739.469971,740.070007,2409400,740.070007
2015-11-12,760.179993,765.799988,755.859985,756.530029,1772600,756.530029
2015-11-11,762.380005,769.080017,759.75,765.25,2093300,765.25
